# Class red_S1 blue_S1 green_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 edev_S1 sdev_S1 bcdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 red_S2 blue_S2 green_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 edev_S2 sdev_S2 bcdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 red_S3 blue_S3 green_S3 nir_S3 swir_1_S3 swir_2_S3 red_edge_1_S3 red_edge_2_S3 red_edge_3_S3 edev_S3 sdev_S3 bcdev_S3 NDVI_S3 LAI_S3 MNDWI_S3 rain_S3 slope
0.000000 0.189953 0.052580 0.091508 0.240826 0.327234 0.309945 0.224138 0.232696 0.244413 3.857416 8.871925 4.281738 0.118598 0.117396 -0.562049 44.208481 0.196453 0.076654 0.111516 0.251645 0.327614 0.301947 0.232650 0.247638 0.256559 2.643738 6.171156 3.148973 0.125176 0.157591 -0.485399 70.630455 0.175853 0.053470 0.092590 0.259830 0.325153 0.292978 0.215817 0.255199 0.272179 2.779724 7.455357 3.096519 0.187967 0.268346 -0.555977 344.124512 2.428511
0.000000 0.030401 0.020484 0.038101 0.266575 0.151328 0.073706 0.069164 0.207542 0.263004 3.332672 6.624535 3.218123 0.792701 1.532669 -0.588170 427.421234 0.088767 0.087751 0.101151 0.326119 0.189531 0.120997 0.130366 0.286074 0.338710 1.907823 4.208840 2.113836 0.572080 1.721819 -0.309682 1231.495972 0.027912 0.024477 0.042083 0.301704 0.151885 0.069318 0.070374 0.246173 0.308134 3.022874 7.323393 2.904596 0.828758 1.800800 -0.551335 474.275696 9.641726
0.000000 0.149579 0.091390 0.116565 0.223919 0.317675 0.261617 0.184801 0.201490 0.220164 3.373333 7.662472 3.654140 0.199036 0.350244 -0.470106 112.607315 0.156116 0.119465 0.134081 0.220892 0.285281 0.228424 0.180688 0.195670 0.215153 1.992620 5.869539 2.041885 0.171815 0.346040 -0.360607 40.466850 0.076504 0.059019 0.090526 0.296858 0.231125 0.141823 0.132020 0.266420 0.310836 1.881176 5.005721 2.131727 0.605667 1.455034 -0.449760 618.689819 2.550550
0.000000 0.058973 0.036364 0.070360 0.296004 0.238540 0.138832 0.123155 0.254718 0.291858 3.028065 6.236069 3.200753 0.673184 1.459296 -0.545778 408.872101 0.058472 0.059572 0.095855 0.442285 0.221171 0.114189 0.140426 0.375914 0.440039 2.293671 6.259730 2.761354 0.766508 2.409857 -0.394506 1042.657715 0.063609 0.065137 0.099716 0.420841 0.230734 0.116911 0.143506 0.363465 0.415238 2.022964 6.078675 2.444137 0.738071 2.312015 -0.395110 873.453369 9.504081
0.000000 0.271477 0.123803 0.183529 0.336196 0.434336 0.368967 0.309297 0.317901 0.334040 2.926248 8.609859 3.610556 0.104381 0.163247 -0.396914 25.382351 0.321856 0.164680 0.225512 0.391964 0.480425 0.398699 0.365804 0.378517 0.399986 2.352244 7.254918 3.159930 0.095886 0.178177 -0.354082 71.345261 0.183390 0.099655 0.145721 0.327668 0.326727 0.223690 0.237965 0.301789 0.330255 1.467350 4.456396 1.985448 0.283716 0.663886 -0.385802 275.063385 2.649656
0.000000 0.067909 0.049575 0.068645 0.236839 0.235190 0.159843 0.105961 0.201810 0.239709 2.835667 5.727746 2.862271 0.549268 1.060306 -0.546896 332.135010 0.070573 0.065706 0.084343 0.305885 0.226097 0.138168 0.117892 0.272251 0.331784 1.992020 4.563083 2.262790 0.625087 1.612327 -0.456592 433.619659 0.050253 0.051234 0.074758 0.331314 0.210365 0.111980 0.107157 0.281991 0.340439 2.266863 5.728997 2.672715 0.730717 1.924803 -0.476724 715.193115 8.537576
1.000000 0.161625 0.091453 0.124332 0.201794 0.230915 0.180532 0.161119 0.164832 0.175937 2.950436 6.626306 3.099044 0.115185 0.134877 -0.308860 112.957306 0.120554 0.093959 0.103971 0.156740 0.221269 0.185656 0.129195 0.135211 0.145999 2.248548 5.046327 2.168013 0.132350 0.143626 -0.365798 567.193176 0.139137 0.072635 0.124236 0.316159 0.249337 0.157089 0.217874 0.284009 0.308527 2.159094 5.359495 2.586965 0.389214 0.878817 -0.334549 269.257599 2.916667
0.000000 0.083851 0.045370 0.070482 0.205964 0.179770 0.135826 0.121243 0.184845 0.207647 3.324522 6.400120 3.331107 0.419562 0.690446 -0.436709 243.535156 0.085092 0.048247 0.069318 0.178305 0.167688 0.131248 0.115027 0.164593 0.183720 3.183063 5.596309 3.144166 0.351199 0.521647 -0.414984 87.214523 0.102528 0.058488 0.081713 0.186792 0.184415 0.150019 0.133624 0.171720 0.189179 2.973853 6.075183 2.979937 0.291623 0.442383 -0.386082 1016.424316 8.926526
0.000000 0.168319 0.102233 0.133711 0.186744 0.225989 0.212726 0.188049 0.187643 0.192646 3.337530 7.803311 3.530273 0.052383 0.001195 -0.257711 29.204231 0.187895 0.124643 0.154443 0.206134 0.240591 0.227524 0.204996 0.204608 0.210010 3.472837 8.135432 3.767676 0.046438 -0.005783 -0.218331 86.766754 0.156828 0.099030 0.125990 0.174917 0.216603 0.204495 0.178634 0.177553 0.183605 3.378260 7.565414 3.445908 0.054814 0.001220 -0.265608 83.383255 6.729960
0.000000 0.213001 0.138260 0.177486 0.233040 0.267237 0.256456 0.232636 0.235490 0.241492 3.434231 7.828598 3.870382 0.044186 -0.005317 -0.201769 140.707047 0.227828 0.153257 0.192248 0.245660 0.286579 0.278268 0.248749 0.250770 0.255950 3.688957 8.938734 4.163816 0.037466 -0.008102 -0.196859 236.552307 0.209324 0.138644 0.177097 0.227265 0.263540 0.259414 0.229960 0.234636 0.238465 3.303815 8.311216 3.661261 0.040621 -0.006054 -0.196026 49.738434 12.011896
0.000000 0.110330 0.041860 0.063656 0.184949 0.301254 0.246267 0.137747 0.162807 0.177242 3.152264 7.675822 3.192567 0.250595 0.316820 -0.649289 206.113449 0.119245 0.070223 0.086408 0.217006 0.288003 0.227502 0.151959 0.193496 0.212108 1.571348 4.030354 1.865903 0.293287 0.525897 -0.536920 148.429276 0.079166 0.056083 0.080615 0.286966 0.232526 0.153525 0.134344 0.258974 0.290474 2.413115 5.933669 2.678420 0.564483 1.271900 -0.488237 463.514832 4.108371
1.000000 0.083308 0.046012 0.063380 0.145409 0.240275 0.196202 0.108544 0.124318 0.139587 3.067773 5.832972 2.909968 0.270391 0.313361 -0.582293 139.964539 0.092244 0.068721 0.085207 0.172008 0.231579 0.177145 0.121046 0.161949 0.181366 1.965901 3.901307 2.088561 0.301817 0.478429 -0.468602 345.754028 0.066480 0.043397 0.061900 0.171276 0.215922 0.158008 0.094715 0.140929 0.161085 3.161122 6.014803 3.119722 0.436448 0.643391 -0.554466 551.750854 6.320247
1.000000 0.144762 0.074757 0.108177 0.210031 0.263346 0.209170 0.175004 0.198635 0.214796 3.291672 7.116960 3.434543 0.169028 0.233142 -0.426109 216.035004 0.104316 0.066605 0.102783 0.282304 0.228739 0.161514 0.152871 0.250812 0.279548 2.515916 5.123087 2.687515 0.453786 1.007870 -0.374776 546.970581 0.121952 0.064761 0.111265 0.297533 0.254970 0.172261 0.180388 0.263290 0.291237 2.341373 5.439947 2.666105 0.417774 0.894978 -0.393170 320.104065 18.766199
0.000000 0.144568 0.044488 0.071806 0.211175 0.351209 0.293056 0.180187 0.196212 0.210832 3.442973 7.894606 3.801114 0.187231 0.226226 -0.657758 99.122513 0.165419 0.087893 0.105085 0.213976 0.333673 0.278621 0.197073 0.206168 0.217590 2.232798 6.002274 2.509716 0.131869 0.173366 -0.523849 65.465424 0.064793 0.047769 0.071537 0.247347 0.190367 0.116254 0.119871 0.226013 0.260512 1.440500 4.339120 1.771049 0.587499 1.172938 -0.452597 384.795258 1.666667
0.000000 0.069715 0.046300 0.070496 0.267743 0.253242 0.165977 0.112666 0.218394 0.256691 2.575165 5.166797 2.784688 0.586839 1.212627 -0.562223 475.159149 0.079936 0.059235 0.083818 0.287683 0.253334 0.163918 0.126549 0.240409 0.277953 2.068903 4.142036 2.316887 0.562368 1.286691 -0.501543 68.101578 0.129685 0.094986 0.116857 0.294061 0.324532 0.225757 0.169578 0.251194 0.284109 1.708607 3.969221 2.115700 0.382557 0.972723 -0.467306 466.940826 8.411375
0.000000 0.086306 0.059701 0.075804 0.177463 0.225310 0.166287 0.114251 0.150116 0.167410 2.976308 5.647213 2.963589 0.331993 0.507771 -0.498178 141.170074 0.041106 0.040812 0.065951 0.318102 0.168779 0.083962 0.095876 0.269673 0.330152 3.021311 6.430959 3.082766 0.779227 1.889028 -0.438326 758.225891 0.038508 0.036360 0.051667 0.213434 0.161434 0.082339 0.076224 0.170028 0.206578 2.526832 4.938861 2.327385 0.681690 1.246423 -0.512583 493.382904 7.168604
0.000000 0.248550 0.073789 0.123219 0.333480 0.507563 0.427040 0.289016 0.308511 0.324889 3.756446 8.802738 4.550697 0.148054 0.224858 -0.612147 13.285892 0.245013 0.084890 0.133652 0.333596 0.504919 0.419072 0.292867 0.321686 0.339998 3.193971 7.651261 3.960060 0.153208 0.253251 -0.583370 147.405243 0.207566 0.074776 0.123208 0.352752 0.458498 0.372642 0.264043 0.330840 0.357299 2.109428 5.478525 2.876109 0.258964 0.526596 -0.576788 249.422333 1.502313
1.000000 0.131660 0.050466 0.077009 0.177786 0.280672 0.242883 0.152474 0.163616 0.175741 2.437939 6.788826 2.516729 0.149035 0.144684 -0.569857 190.713486 0.062503 0.042407 0.065326 0.265630 0.177719 0.113760 0.102066 0.224976 0.269767 1.562801 3.722581 1.680513 0.617807 1.257721 -0.466503 614.518066 0.099725 0.057694 0.090028 0.255222 0.247986 0.167704 0.149488 0.226440 0.251605 2.210311 5.101189 2.379054 0.442035 0.882134 -0.467451 483.947815 4.167517
0.000000 0.050395 0.044935 0.066893 0.290582 0.182889 0.096086 0.096217 0.234411 0.278494 2.784060 5.979187 2.818247 0.704280 1.593774 -0.469920 219.736206 0.034447 0.036943 0.057302 0.312811 0.162447 0.077115 0.081593 0.230271 0.284907 3.348238 6.856186 3.384017 0.801592 1.908423 -0.480665 200.358749 0.037189 0.041471 0.063602 0.380514 0.171484 0.078414 0.086724 0.276472 0.346307 1.541289 6.519210 1.763851 0.823858 2.287093 -0.464068 429.982788 1.226323
0.000000 0.244091 0.086847 0.144389 0.307906 0.432038 0.397451 0.280130 0.289278 0.305119 3.429644 8.374657 4.033478 0.115610 0.154125 -0.499021 34.604374 0.251906 0.107393 0.161657 0.321449 0.422444 0.376906 0.284982 0.303536 0.321244 2.696933 7.469564 3.364380 0.121838 0.195917 -0.449262 172.424683 0.246179 0.092417 0.150156 0.325092 0.419326 0.380726 0.275724 0.304127 0.323067 2.589639 7.443351 3.185834 0.139637 0.225605 -0.472618 169.258743 0.833333
0.000000 0.065893 0.034092 0.058297 0.181023 0.168032 0.114411 0.104060 0.157010 0.175874 3.812379 6.898101 3.572787 0.461494 0.663411 -0.488731 274.714661 0.039634 0.036672 0.060390 0.272603 0.150280 0.081660 0.089377 0.232625 0.273785 3.022777 6.077992 3.078026 0.747957 1.603773 -0.426774 451.172546 0.034181 0.030200 0.056972 0.287021 0.150776 0.076944 0.089406 0.247820 0.290957 2.301377 6.477137 2.554531 0.790806 1.685744 -0.449563 626.840454 7.583885
0.000000 0.193307 0.081811 0.132660 0.249267 0.381959 0.319002 0.215139 0.228966 0.242899 3.654999 8.467655 4.191437 0.131295 0.175952 -0.488087 78.015862 0.186535 0.096107 0.144505 0.257584 0.390162 0.316317 0.223129 0.251341 0.267785 2.904173 6.663588 3.391346 0.154564 0.250325 -0.448901 197.017975 0.167995 0.079198 0.125295 0.250449 0.356037 0.291341 0.195310 0.230731 0.246692 3.379586 8.117912 3.766143 0.198562 0.334158 -0.480506 269.092468 4.458699
0.000000 0.195661 0.106388 0.144518 0.220089 0.256531 0.248097 0.208694 0.210416 0.217600 3.699302 8.691999 4.059922 0.062078 0.021197 -0.280475 66.974068 0.196583 0.109273 0.147985 0.225927 0.262626 0.259660 0.211216 0.219902 0.228236 3.770483 8.163210 4.156818 0.073547 0.049668 -0.288904 58.151482 0.194219 0.111787 0.149200 0.226191 0.261560 0.254840 0.209095 0.218128 0.227850 3.388051 8.504158 3.658781 0.081948 0.072280 -0.275699 45.546730 6.509445
0.000000 0.130928 0.072854 0.100080 0.236435 0.289562 0.205227 0.166718 0.208966 0.232503 2.667427 6.163337 2.952699 0.285006 0.511479 -0.490241 19.832447 0.080970 0.057545 0.103068 0.324234 0.237284 0.143271 0.148564 0.302966 0.341781 1.964483 4.919697 2.478129 0.616179 1.510887 -0.392318 925.889526 0.067290 0.047891 0.080713 0.353858 0.218821 0.117364 0.141269 0.303295 0.352922 2.356883 5.929451 2.660357 0.674876 1.726385 -0.465327 402.284790 22.669350
1.000000 0.106538 0.054984 0.078643 0.186239 0.256233 0.192160 0.145395 0.171065 0.190347 3.349212 6.807984 3.456273 0.259300 0.378158 -0.534518 156.255737 0.065008 0.054834 0.070348 0.198784 0.158086 0.113339 0.097025 0.168138 0.189812 2.317828 4.963989 2.221566 0.491579 0.902266 -0.381905 1047.564941 0.042726 0.033205 0.059193 0.300463 0.159477 0.080013 0.089768 0.234905 0.293922 1.644484 4.899079 1.893848 0.752194 1.682747 -0.460895 696.283447 21.002861
0.000000 0.135165 0.070806 0.103406 0.174215 0.227404 0.201386 0.161114 0.172937 0.182733 3.662628 7.691987 3.777566 0.113401 0.100308 -0.364241 84.905762 0.145187 0.088415 0.118180 0.191850 0.227846 0.198449 0.169117 0.190307 0.203286 3.676110 7.062403 3.783121 0.129990 0.173052 -0.322157 312.183167 0.117578 0.061805 0.093746 0.178459 0.210753 0.180386 0.145985 0.174493 0.188310 3.419995 7.309139 3.460545 0.189032 0.227024 -0.374856 224.121460 13.290516
0.000000 0.052837 0.032003 0.059166 0.238136 0.217371 0.126801 0.116213 0.193705 0.220653 2.983425 5.826327 3.002575 0.603579 1.081826 -0.576440 134.796326 0.091766 0.091390 0.117274 0.383239 0.224383 0.132557 0.151821 0.333338 0.382437 1.928407 4.004391 2.288874 0.602007 2.049475 -0.311650 308.869263 0.033361 0.027452 0.053302 0.309421 0.176871 0.085323 0.097478 0.253473 0.300724 2.604831 7.030361 2.818426 0.800707 1.781391 -0.530954 560.260742 34.739258
0.000000 0.122126 0.036463 0.062790 0.211493 0.305590 0.247965 0.155843 0.191724 0.209766 3.211419 7.300099 3.399773 0.264710 0.350745 -0.659979 190.262024 0.214827 0.137175 0.163356 0.290440 0.359650 0.294871 0.245536 0.273594 0.287662 1.602428 4.995488 2.114128 0.150002 0.329075 -0.375455 116.365097 0.103651 0.064350 0.088079 0.292848 0.256778 0.179380 0.149536 0.260914 0.290726 2.458138 5.406963 2.676877 0.479352 1.086994 -0.488575 433.525574 2.567616
0.000000 0.113055 0.063832 0.089837 0.212669 0.316133 0.250833 0.143310 0.183842 0.203856 3.065678 6.839436 3.333179 0.307801 0.524942 -0.556691 194.469330 0.054930 0.044039 0.068091 0.294660 0.227292 0.142229 0.102978 0.249235 0.290988 2.918273 6.093945 3.102865 0.679312 1.550973 -0.534115 617.491150 0.061306 0.047386 0.075634 0.291243 0.250356 0.165721 0.116651 0.248616 0.283727 2.749429 6.081306 3.079643 0.650539 1.468964 -0.535797 448.879517 4.619184
1.000000 0.153821 0.074413 0.112296 0.224842 0.340347 0.296603 0.181608 0.202373 0.219520 3.165122 7.263383 3.460976 0.187091 0.286083 -0.503540 268.108612 0.135025 0.088595 0.126606 0.294910 0.300527 0.242516 0.182137 0.259419 0.287302 2.192726 4.919735 2.625161 0.360712 0.857960 -0.404499 400.239410 0.119547 0.078534 0.111471 0.268856 0.258990 0.192824 0.167997 0.242345 0.264365 2.482429 5.771170 2.826825 0.379687 0.846442 -0.392244 643.680420 33.261791
0.000000 0.057185 0.041967 0.068312 0.291126 0.205023 0.117232 0.111319 0.251818 0.296405 2.995304 6.275968 3.194792 0.674765 1.500474 -0.499471 368.908752 0.057489 0.044590 0.073830 0.327058 0.217182 0.117037 0.116190 0.283616 0.334576 3.240170 7.753072 3.596837 0.700460 1.705772 -0.492775 197.543793 0.073406 0.049036 0.081512 0.300015 0.236746 0.138891 0.127794 0.268209 0.313582 2.510852 4.935166 2.780576 0.606642 1.383231 -0.482779 418.619202 22.607391
0.000000 0.259869 0.080142 0.131490 0.340107 0.525272 0.455121 0.307953 0.322124 0.338823 3.425093 8.823339 4.190047 0.135079 0.201285 -0.599430 23.151009 0.254993 0.086283 0.135888 0.338463 0.518584 0.450179 0.307195 0.330874 0.348631 2.924098 7.691546 3.694136 0.141112 0.223107 -0.583715 110.327515 0.216138 0.075925 0.121272 0.328096 0.469818 0.384808 0.274367 0.314309 0.335738 2.153832 6.453136 2.875463 0.208878 0.383363 -0.589025 246.063812 3.173239
1.000000 0.118825 0.065711 0.088859 0.179964 0.227347 0.179634 0.134034 0.147901 0.163485 3.642059 7.205253 3.697037 0.204716 0.276899 -0.437447 105.667412 0.121546 0.087483 0.102317 0.179113 0.234506 0.194054 0.137873 0.152633 0.166618 3.026493 5.855480 3.099085 0.191397 0.297171 -0.393863 703.101929 0.079161 0.036312 0.071930 0.244676 0.165258 0.103618 0.125014 0.209376 0.240573 2.865637 5.377693 2.789769 0.503962 0.904298 -0.400539 320.529755 6.251868
0.000000 0.123598 0.063976 0.092167 0.230276 0.308036 0.235741 0.161913 0.199438 0.220369 3.090187 6.753764 3.352880 0.291451 0.506986 -0.539336 128.361389 0.100783 0.068268 0.089865 0.220066 0.266103 0.202992 0.141371 0.196777 0.221088 2.352892 4.874257 2.524690 0.366496 0.687111 -0.490591 113.752090 0.059282 0.050096 0.073257 0.286108 0.214446 0.125240 0.109120 0.251926 0.294147 2.326912 5.900629 2.520907 0.665262 1.538397 -0.489791 397.219879 3.365703
0.000000 0.252873 0.114046 0.172153 0.310836 0.407981 0.409689 0.293506 0.304797 0.317557 3.833695 9.139101 4.556152 0.099309 0.138149 -0.406512 54.098450 0.247721 0.112937 0.170228 0.308813 0.413244 0.416127 0.287984 0.305618 0.319802 3.482961 8.228958 4.228807 0.109995 0.167460 -0.416487 43.035698 0.243222 0.115333 0.174096 0.322832 0.424143 0.421331 0.288171 0.319669 0.336551 3.259973 7.532015 4.021070 0.143455 0.267117 -0.415032 48.057564 3.655541
0.000000 0.081268 0.045669 0.066313 0.187322 0.222139 0.171664 0.116039 0.165886 0.185528 3.464100 7.042987 3.440871 0.392425 0.600289 -0.555599 125.295074 0.068265 0.061739 0.081771 0.243568 0.199355 0.130564 0.115453 0.217200 0.242905 2.477984 4.554037 2.600345 0.557011 1.186711 -0.413039 454.376160 0.053319 0.043128 0.069275 0.264745 0.199096 0.110542 0.107813 0.226676 0.259386 3.052054 6.886621 3.022348 0.662101 1.411467 -0.488738 428.260498 6.481812
0.000000 0.164278 0.040847 0.075278 0.231572 0.357148 0.317161 0.209924 0.224927 0.238597 3.763924 8.173546 4.184810 0.171181 0.200522 -0.652136 43.511749 0.180116 0.084023 0.112206 0.273214 0.364137 0.310244 0.225812 0.265101 0.284509 1.707386 5.235797 2.158669 0.202888 0.362634 -0.523766 131.732742 0.139025 0.045679 0.080845 0.274698 0.326794 0.267989 0.194011 0.265467 0.287860 2.464767 6.051924 2.918820 0.330346 0.581116 -0.601762 315.027588 6.907063
1.000000 0.068614 0.058036 0.104185 0.397158 0.243034 0.128772 0.149290 0.339168 0.387757 2.466436 6.694487 2.934117 0.706509 2.040220 -0.405113 463.714020 0.075234 0.077028 0.118106 0.469896 0.217990 0.117776 0.154084 0.390643 0.453332 1.820464 5.179060 2.293668 0.722811 2.587873 -0.300682 1090.697876 0.069055 0.075700 0.122107 0.566706 0.260302 0.129319 0.168815 0.472632 0.554153 2.171849 6.436960 2.777102 0.780685 3.055988 -0.368635 815.333862 24.846504
1.000000 0.147628 0.076103 0.106208 0.218825 0.261447 0.188948 0.165661 0.180338 0.197389 3.108397 6.319563 3.333966 0.197430 0.296945 -0.424199 296.408813 0.079980 0.064076 0.074982 0.144236 0.183374 0.137236 0.100314 0.123815 0.136396 2.308527 5.176824 2.105689 0.281823 0.385827 -0.425257 892.057251 0.069693 0.043078 0.072385 0.239356 0.176661 0.104612 0.120150 0.205546 0.234252 2.477311 4.755836 2.530976 0.547486 1.030037 -0.419435 277.250488 0.953436
1.000000 0.236663 0.112798 0.162362 0.318829 0.364569 0.260140 0.256930 0.271231 0.292643 3.403985 7.845457 4.060240 0.152047 0.288159 -0.391279 16.431221 0.118429 0.077297 0.105751 0.231857 0.235004 0.180442 0.154389 0.222997 0.250403 1.890169 3.715695 2.146715 0.322183 0.632175 -0.382318 993.881592 0.074155 0.042323 0.077141 0.249867 0.224831 0.144765 0.132691 0.224253 0.249871 2.508716 4.699305 2.649984 0.538065 1.023157 -0.492760 466.774475 10.198698
1.000000 0.173832 0.073706 0.114836 0.248408 0.342217 0.310185 0.201822 0.221429 0.239002 2.620162 7.653570 2.988755 0.175997 0.268272 -0.496922 237.152740 0.168600 0.085841 0.128046 0.308058 0.341763 0.283188 0.210699 0.277457 0.306480 2.262180 5.554565 2.813019 0.290567 0.635267 -0.455059 663.071167 0.085610 0.053649 0.089600 0.368545 0.259363 0.169473 0.141466 0.299930 0.355499 2.215162 4.738521 2.582789 0.623926 1.617001 -0.485163 441.533783 1.717217
0.000000 0.221145 0.071999 0.113938 0.297633 0.463413 0.381442 0.259337 0.278046 0.293600 3.572103 8.922330 4.297381 0.148918 0.218357 -0.609216 18.946058 0.214191 0.081330 0.117469 0.293595 0.458251 0.382971 0.260451 0.284213 0.302083 2.471748 7.402411 3.134530 0.156769 0.248346 -0.591940 78.870651 0.171350 0.058326 0.099740 0.316431 0.413731 0.334129 0.229260 0.297020 0.318971 2.312330 7.251526 2.905703 0.294945 0.564365 -0.613319 347.824371 6.152256
1.000000 0.137668 0.070038 0.100287 0.193352 0.283209 0.224724 0.156729 0.175702 0.189715 3.143741 7.243490 3.291884 0.174203 0.220237 -0.480457 178.407501 0.087960 0.050074 0.070675 0.165006 0.218960 0.169131 0.112333 0.146093 0.163506 2.687413 5.484502 2.720233 0.299201 0.397691 -0.511974 512.570068 0.091334 0.049125 0.078728 0.205832 0.192277 0.125393 0.134638 0.190427 0.211322 2.309551 4.452028 2.392514 0.383015 0.627779 -0.417660 379.930786 15.572975
1.000000 0.168099 0.080173 0.118146 0.262321 0.312773 0.220427 0.204500 0.232946 0.252661 2.969285 6.665335 3.365570 0.218161 0.390946 -0.448685 306.858459 0.089955 0.064486 0.087904 0.215602 0.190733 0.143677 0.126172 0.198895 0.218344 2.356917 5.077213 2.264795 0.404564 0.778762 -0.374884 931.286560 0.068229 0.041594 0.070516 0.267657 0.209925 0.124516 0.122033 0.224720 0.261336 2.278079 4.206901 2.387745 0.589405 1.183718 -0.493980 391.587158 23.692608
1.000000 0.143159 0.062737 0.093823 0.229758 0.337671 0.241382 0.174267 0.195812 0.215760 2.518700 7.211462 2.720598 0.232258 0.366093 -0.565087 171.329910 0.063281 0.039949 0.081101 0.247574 0.212926 0.138670 0.133878 0.231438 0.252979 1.955100 4.109257 2.180874 0.586993 1.111843 -0.450147 1134.595459 0.067756 0.039553 0.061224 0.198292 0.232713 0.160476 0.112584 0.169798 0.193261 2.483267 4.435710 2.465899 0.490726 0.765241 -0.583418 542.949402 4.166667
1.000000 0.087777 0.049744 0.086046 0.306371 0.249987 0.157025 0.147199 0.268215 0.308965 2.475157 5.575586 2.832816 0.555340 1.241742 -0.490187 442.435059 0.091770 0.053655 0.082275 0.261166 0.241087 0.161801 0.137544 0.227070 0.257209 2.815863 5.595236 2.950331 0.479792 0.969800 -0.489545 219.690796 0.076197 0.050092 0.084435 0.322519 0.225591 0.133126 0.140062 0.279453 0.314071 1.993216 5.432340 2.292513 0.607848 1.430306 -0.453723 521.057129 9.283831
0.000000 0.040760 0.040296 0.064756 0.298048 0.180041 0.091274 0.097563 0.252503 0.306280 2.094179 5.636152 2.263337 0.772968 1.790396 -0.474239 527.264099 0.040115 0.037176 0.059563 0.288307 0.196143 0.096444 0.096946 0.233332 0.279821 2.778741 5.550727 2.775696 0.759543 1.679492 -0.531285 284.235352 0.045609 0.042316 0.074140 0.359788 0.207641 0.100702 0.117047 0.307931 0.366266 2.059752 6.735074 2.414255 0.778630 2.080365 -0.478474 658.932373 2.770422
0.000000 0.030091 0.022981 0.044049 0.314641 0.142338 0.067716 0.077173 0.232248 0.289531 3.443015 7.212130 3.407513 0.825402 1.827690 -0.520128 196.287262 0.049972 0.058558 0.068138 0.258661 0.119126 0.063699 0.084471 0.209509 0.258265 1.911056 5.725468 1.989908 0.674607 1.569468 -0.265522 335.085632 0.045300 0.049270 0.063537 0.311061 0.145323 0.075699 0.088985 0.240637 0.291789 2.042838 5.048956 2.192785 0.746684 1.877446 -0.385050 531.214417 7.934577
1.000000 0.129970 0.068490 0.096724 0.214868 0.334642 0.268957 0.157567 0.179677 0.198251 3.312042 7.721951 3.586570 0.254460 0.422351 -0.549594 146.882172 0.125919 0.083675 0.109373 0.247241 0.317077 0.257682 0.159550 0.203844 0.224872 2.393596 5.153680 2.705055 0.326178 0.683046 -0.487096 718.500793 0.093723 0.050625 0.086857 0.278050 0.272725 0.184763 0.160751 0.229043 0.255654 2.423331 5.046717 2.743239 0.503705 1.056203 -0.516978 343.107330 19.370014
0.000000 0.048308 0.039242 0.060508 0.207706 0.170093 0.096292 0.090606 0.180199 0.206287 2.638036 5.154739 2.457184 0.615697 1.074398 -0.469944 326.133057 0.051768 0.053501 0.069715 0.231962 0.146007 0.073385 0.095610 0.200298 0.233674 3.039999 5.891267 2.907349 0.634802 1.307260 -0.344777 355.259644 0.065603 0.068758 0.083629 0.249455 0.170050 0.091680 0.113186 0.220909 0.257398 2.340350 5.470836 2.158445 0.583646 1.357015 -0.341157 588.429810 2.098665
0.000000 0.185152 0.110825 0.145624 0.198993 0.235658 0.217153 0.199515 0.197467 0.202890 3.437260 8.996899 3.623613 0.035380 -0.035377 -0.236352 37.523720 0.185342 0.122206 0.151037 0.201096 0.237105 0.217547 0.200150 0.200904 0.208021 3.563872 8.743439 3.752390 0.041436 -0.015479 -0.221854 129.566101 0.159601 0.099840 0.128206 0.182796 0.214834 0.191920 0.177528 0.180100 0.186965 3.412486 8.122496 3.452670 0.063210 0.022328 -0.252122 116.314651 4.235262
0.000000 0.081060 0.041518 0.059886 0.161118 0.225946 0.177665 0.110077 0.135292 0.152661 3.186525 7.698444 3.007654 0.330593 0.423972 -0.573513 100.161026 0.069588 0.051833 0.083767 0.294176 0.236288 0.158095 0.129977 0.256743 0.291234 2.565781 5.396100 2.700395 0.622498 1.422662 -0.476764 434.845032 0.042436 0.028458 0.049992 0.214132 0.176033 0.112963 0.090326 0.182907 0.210392 2.766414 6.170280 2.714575 0.671254 1.126037 -0.551464 365.228394 27.854420
1.000000 0.130035 0.072583 0.099819 0.159673 0.180658 0.147874 0.145998 0.149365 0.157212 3.390177 7.762328 3.313084 0.103391 0.071025 -0.295291 193.544922 0.096090 0.063801 0.078457 0.113704 0.139617 0.118992 0.106758 0.105704 0.111779 3.075304 6.499234 2.612587 0.088214 0.019242 -0.283264 681.126953 0.058484 0.034722 0.063352 0.269684 0.162399 0.094919 0.120407 0.243014 0.271691 1.933303 4.863800 2.136159 0.642498 1.276342 -0.430887 333.464783 5.569716
