# Class red_S1 blue_S1 green_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 NDVI_S1 LAI_S1 rain_S1 red_S2 blue_S2 green_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 NDVI_S2 LAI_S2 rain_S2 red_S3 blue_S3 green_S3 nir_S3 swir_1_S3 swir_2_S3 red_edge_1_S3 red_edge_2_S3 red_edge_3_S3 NDVI_S3 LAI_S3 rain_S3 slope
1.000000 0.120793 0.064659 0.098175 0.289822 0.340337 0.274497 0.173987 0.252136 0.278773 0.404715 0.881315 404.276733 0.098448 0.057389 0.089786 0.288454 0.280226 0.207904 0.151659 0.249279 0.285686 0.518501 1.141064 682.259033 0.129646 0.074197 0.110106 0.293185 0.302236 0.226279 0.181483 0.270693 0.301764 0.388464 0.875336 1028.186768 6.280824
1.000000 0.082315 0.051207 0.089450 0.292229 0.250509 0.167411 0.138777 0.252412 0.277583 0.560452 1.236196 404.061951 0.128090 0.070108 0.095670 0.229439 0.341236 0.249851 0.168374 0.203976 0.225479 0.283471 0.504687 90.499443 0.162121 0.092088 0.120122 0.244644 0.427343 0.349274 0.199709 0.220461 0.243317 0.202877 0.370909 511.398376 1.863390
1.000000 0.102608 0.057629 0.088670 0.291100 0.284089 0.204012 0.159580 0.268636 0.300583 0.476695 1.002211 378.345398 0.175585 0.102225 0.121767 0.240667 0.361391 0.299465 0.201495 0.218257 0.235098 0.161959 0.279223 91.775093 0.173803 0.071679 0.103327 0.226521 0.381457 0.330218 0.202552 0.215164 0.228840 0.129543 0.153077 344.653778 6.262892
1.000000 0.067957 0.033751 0.048875 0.121918 0.186987 0.162268 0.083925 0.105377 0.117410 0.287579 0.267490 583.214355 0.077206 0.065668 0.082935 0.235528 0.187462 0.131743 0.117179 0.216098 0.246389 0.501403 1.063486 103.809288 0.116826 0.075485 0.096901 0.215224 0.243336 0.191507 0.145569 0.189824 0.209024 0.299528 0.545412 353.793182 6.609160
1.000000 0.104939 0.057064 0.088071 0.278855 0.274544 0.190996 0.131479 0.221592 0.253673 0.453150 0.944522 487.380920 0.052079 0.037956 0.061119 0.266684 0.185097 0.105107 0.089733 0.219708 0.262793 0.673244 1.381515 686.413757 0.067443 0.044812 0.077475 0.311211 0.225299 0.132137 0.111401 0.253238 0.295825 0.643777 1.479999 1107.217041 1.767767
1.000000 0.137035 0.079859 0.116347 0.329856 0.325407 0.243657 0.181141 0.278024 0.311076 0.412989 1.004938 530.226746 0.068907 0.050427 0.089896 0.383613 0.255023 0.157421 0.147386 0.319217 0.363584 0.695452 1.888214 730.584167 0.086143 0.063938 0.101004 0.360161 0.265766 0.168624 0.160340 0.323165 0.361612 0.613971 1.655534 1163.640381 4.249183
1.000000 0.127474 0.072132 0.105029 0.287805 0.318862 0.242887 0.174054 0.247842 0.278623 0.386080 0.838002 530.800110 0.067090 0.048078 0.081990 0.332192 0.230617 0.133854 0.127862 0.282995 0.324990 0.665473 1.622292 730.821594 0.090696 0.059977 0.095791 0.309892 0.255623 0.162313 0.150585 0.269821 0.310165 0.554564 1.289248 1164.109497 3.004626
1.000000 0.075956 0.039385 0.056782 0.122119 0.164846 0.145456 0.092577 0.109407 0.119056 0.227550 0.202004 536.707581 0.113085 0.082019 0.108540 0.322347 0.247892 0.170650 0.173416 0.298533 0.338605 0.480561 1.221656 50.017799 0.119036 0.082393 0.117919 0.331212 0.273684 0.186036 0.180590 0.293461 0.327212 0.469755 1.271920 313.791748 4.750731
1.000000 0.112449 0.066457 0.098742 0.267820 0.306147 0.228555 0.155720 0.232238 0.258592 0.416821 0.885077 500.087036 0.089539 0.059564 0.089067 0.273859 0.265554 0.186819 0.139694 0.244932 0.277412 0.509693 1.114474 653.889282 0.086672 0.067946 0.102632 0.336148 0.273471 0.181014 0.153251 0.290008 0.327205 0.585083 1.516776 1186.654053 3.773077
1.000000 0.128201 0.074388 0.104693 0.251346 0.353795 0.292068 0.156987 0.218457 0.250235 0.324452 0.650433 619.049683 0.091799 0.078399 0.098000 0.348598 0.247800 0.147786 0.144773 0.302812 0.365368 0.621268 1.794211 73.153969 0.173075 0.095224 0.130156 0.326266 0.402899 0.296253 0.220851 0.281882 0.326902 0.299919 0.698482 341.706787 1.317616
1.000000 0.108217 0.073633 0.100818 0.243176 0.327104 0.289423 0.146304 0.212902 0.241164 0.384907 0.776584 682.038940 0.129290 0.096063 0.118112 0.306013 0.320415 0.238876 0.175618 0.262111 0.301609 0.410704 1.050748 105.807686 0.122887 0.078184 0.108411 0.255220 0.379337 0.329976 0.165261 0.225004 0.249905 0.357148 0.749478 374.908386 7.086054
1.000000 0.105977 0.057813 0.091344 0.299634 0.299715 0.218735 0.149911 0.262280 0.294919 0.481362 1.064312 498.981079 0.087762 0.059130 0.086964 0.294641 0.262014 0.184325 0.139257 0.258764 0.299206 0.538379 1.216072 652.951233 0.109769 0.073906 0.102996 0.311178 0.298493 0.217868 0.163096 0.278146 0.312314 0.466420 1.116560 1187.984375 8.374896
1.000000 0.121896 0.066370 0.095134 0.234289 0.307614 0.256544 0.154651 0.202021 0.225099 0.312077 0.568078 249.999725 0.145855 0.078015 0.106354 0.233529 0.335375 0.286552 0.177255 0.204496 0.224167 0.233024 0.407595 90.064896 0.143539 0.090451 0.117575 0.240039 0.316696 0.273962 0.174669 0.219026 0.240007 0.254441 0.507536 545.913452 4.107209
1.000000 0.070902 0.034268 0.061637 0.209445 0.199102 0.148421 0.107957 0.192260 0.217135 0.494185 0.791481 412.349365 0.120648 0.045253 0.069100 0.170739 0.273157 0.254094 0.141413 0.155627 0.167452 0.171905 0.173320 70.901695 0.142920 0.058653 0.083927 0.190224 0.307965 0.298956 0.165055 0.172952 0.186559 0.141994 0.148114 488.845276 3.435921
1.000000 0.078245 0.057313 0.080434 0.258153 0.281836 0.227539 0.119921 0.211680 0.243098 0.515891 1.061113 633.049194 0.058161 0.049035 0.071291 0.285012 0.207346 0.122364 0.109103 0.229536 0.264893 0.674197 1.502231 80.116364 0.112665 0.080373 0.109455 0.332864 0.318172 0.216045 0.178450 0.281427 0.321551 0.510153 1.330171 343.872192 5.149549
1.000000 0.123587 0.079371 0.104725 0.212843 0.388886 0.378736 0.155237 0.194945 0.214884 0.265344 0.475999 670.417786 0.158017 0.096976 0.127568 0.362765 0.347751 0.242515 0.218630 0.297102 0.342999 0.393111 1.051500 91.322800 0.228497 0.149961 0.184721 0.329995 0.472665 0.410604 0.268957 0.294272 0.320320 0.181652 0.464143 344.780823 3.038719
0.000000 0.045903 0.037905 0.066085 0.312137 0.193861 0.103613 0.106967 0.265802 0.313217 0.744297 1.731317 557.714417 0.135329 0.067696 0.088972 0.232879 0.336159 0.226724 0.173576 0.195931 0.220402 0.264932 0.454048 16.832745 0.143268 0.075457 0.096553 0.227672 0.359721 0.251723 0.174926 0.192604 0.216300 0.230779 0.389159 215.808060 23.786240
0.000000 0.156387 0.064607 0.099042 0.248894 0.351443 0.268641 0.192379 0.213281 0.233683 0.225339 0.367129 89.304596 0.160905 0.086325 0.121711 0.279284 0.352673 0.266139 0.197811 0.249924 0.270840 0.247083 0.488255 120.960312 0.095083 0.052979 0.084332 0.291492 0.277361 0.192301 0.139230 0.247719 0.283837 0.496119 1.047585 508.400452 5.966401
0.000000 0.086509 0.063861 0.079807 0.146673 0.190184 0.161824 0.110999 0.137100 0.149940 0.255559 0.340867 88.917984 0.054468 0.050610 0.082534 0.267065 0.200696 0.120673 0.112521 0.250776 0.286869 0.660466 1.462137 699.363220 0.066508 0.046033 0.065465 0.181308 0.204437 0.124453 0.107106 0.159502 0.181217 0.464131 0.738486 523.779785 3.510112
0.000000 0.039979 0.034108 0.058417 0.233270 0.124628 0.062813 0.101862 0.204531 0.233785 0.706222 1.311046 683.433716 0.056817 0.041056 0.058932 0.193682 0.176187 0.097838 0.102021 0.163538 0.186434 0.546795 0.878209 63.897949 0.086094 0.065315 0.082007 0.201420 0.250770 0.168866 0.127150 0.180147 0.202008 0.388122 0.699336 595.593445 2.393293
0.000000 0.191915 0.096914 0.139518 0.320243 0.462049 0.352127 0.239491 0.291466 0.321633 0.251126 0.534782 428.426453 0.246756 0.105445 0.157120 0.325614 0.572404 0.499593 0.283784 0.298892 0.322572 0.136669 0.219619 5.066977 0.280121 0.117624 0.178289 0.364276 0.618468 0.547445 0.319890 0.338546 0.361685 0.129779 0.230823 199.440109 4.761120
1.000000 0.123626 0.050668 0.073942 0.194099 0.340599 0.300196 0.150380 0.176199 0.191080 0.219327 0.282810 319.222107 0.096900 0.052355 0.075499 0.219362 0.284536 0.217375 0.139125 0.196599 0.216705 0.384346 0.660786 135.457001 0.121826 0.092399 0.117149 0.272853 0.280496 0.213871 0.175432 0.261773 0.282560 0.379140 0.908114 406.067780 6.373775
1.000000 0.116894 0.075731 0.104572 0.246402 0.344607 0.279419 0.155762 0.219523 0.248779 0.349660 0.713920 632.642334 0.093204 0.088324 0.106781 0.378002 0.249944 0.152853 0.154211 0.316993 0.374332 0.620116 1.915807 77.118210 0.088392 0.068703 0.099249 0.387780 0.284204 0.171502 0.153308 0.318240 0.380978 0.627865 1.847819 345.131989 2.532397
0.000000 0.093712 0.076518 0.093894 0.210425 0.260184 0.181982 0.128140 0.188216 0.212492 0.384830 0.770044 557.137146 0.097561 0.067657 0.090780 0.235987 0.256308 0.164223 0.143767 0.204086 0.230286 0.419024 0.842058 276.908691 0.109992 0.099077 0.114357 0.171516 0.113684 0.073407 0.145031 0.166282 0.181628 0.201216 0.380385 703.411987 3.193292
1.000000 0.132639 0.057315 0.080950 0.192959 0.275961 0.248974 0.158697 0.181490 0.195389 0.185730 0.232905 400.156311 0.123410 0.074789 0.095243 0.276209 0.262343 0.176560 0.181655 0.240224 0.267250 0.373300 0.805117 99.665123 0.151269 0.065861 0.096533 0.237940 0.329096 0.269017 0.188753 0.217561 0.236794 0.220012 0.353082 388.767395 2.975452
0.000000 0.027101 0.026858 0.043812 0.251217 0.158861 0.074883 0.070507 0.206533 0.251682 0.804946 1.551117 923.051270 0.035275 0.029015 0.044713 0.205161 0.159967 0.085191 0.075031 0.168141 0.201114 0.706402 1.164088 31.766558 0.054617 0.043300 0.056774 0.198463 0.177431 0.108990 0.092022 0.163529 0.188360 0.568002 0.964236 359.502136 16.215273
0.000000 0.082185 0.055733 0.068195 0.095178 0.113189 0.102856 0.090735 0.089790 0.095807 0.072367 -0.018104 82.033035 0.090323 0.065755 0.076872 0.102571 0.119226 0.106685 0.097525 0.097231 0.103327 0.061969 -0.024041 105.787804 0.059490 0.042105 0.048460 0.072771 0.090210 0.081290 0.064956 0.065696 0.071916 0.103297 -0.006536 41.552944 1.651551
0.000000 0.099615 0.059856 0.081248 0.186562 0.210574 0.154634 0.130567 0.162117 0.178707 0.294560 0.449079 197.704102 0.090012 0.059672 0.079443 0.173361 0.200836 0.147592 0.119729 0.150944 0.165234 0.306134 0.447894 104.276245 0.074782 0.066753 0.090825 0.268443 0.198950 0.126134 0.125994 0.241990 0.268473 0.570176 1.338964 437.039734 66.034630
0.000000 0.040062 0.032039 0.062740 0.297822 0.205900 0.110638 0.105313 0.260215 0.302236 0.761968 1.680779 385.938446 0.039224 0.036602 0.063025 0.314011 0.182485 0.088957 0.103897 0.278421 0.327444 0.779853 1.834648 480.501648 0.037831 0.033545 0.066253 0.324582 0.193274 0.092478 0.114333 0.290445 0.340368 0.790841 1.871667 1005.562012 6.318824
0.000000 0.131992 0.090179 0.118743 0.277098 0.281857 0.200365 0.169307 0.258397 0.285562 0.353555 0.819140 780.131897 0.164441 0.092852 0.130985 0.238504 0.324633 0.254177 0.177147 0.205190 0.222369 0.190535 0.350427 122.980247 0.198679 0.117331 0.155813 0.263210 0.367112 0.298202 0.211939 0.228418 0.245267 0.135895 0.242004 287.442505 6.756577
1.000000 0.125141 0.054270 0.077028 0.192255 0.253889 0.222139 0.149542 0.178802 0.193625 0.210514 0.272685 455.583344 0.121032 0.079046 0.097991 0.249519 0.250114 0.178355 0.161237 0.215939 0.240216 0.347815 0.717468 107.668282 0.156082 0.072909 0.106747 0.260572 0.329437 0.262764 0.195478 0.239189 0.258193 0.252504 0.464669 380.949066 4.289846
0.000000 0.219163 0.126859 0.169517 0.306201 0.423932 0.386726 0.254028 0.275584 0.296917 0.160918 0.332373 104.794411 0.205185 0.144743 0.177422 0.304462 0.385358 0.323140 0.245167 0.280544 0.303792 0.202259 0.521125 40.016113 0.138368 0.092586 0.125492 0.249163 0.266285 0.214566 0.181337 0.238313 0.263023 0.287798 0.635184 666.926453 1.595178
0.000000 0.043245 0.039172 0.057542 0.301050 0.167305 0.084924 0.096815 0.258532 0.306340 0.764754 1.752257 390.015900 0.033635 0.019935 0.042316 0.317193 0.165618 0.079476 0.088700 0.268235 0.322668 0.819186 1.818533 228.848618 0.059223 0.053832 0.070931 0.307622 0.171514 0.098315 0.115822 0.280852 0.330647 0.677652 1.665649 509.388062 70.283234
0.000000 0.095432 0.055457 0.076978 0.182380 0.278813 0.232150 0.125050 0.160737 0.179263 0.313006 0.471901 203.828339 0.053116 0.041798 0.068618 0.267732 0.215371 0.128330 0.106416 0.233176 0.273946 0.670635 1.416827 594.918579 0.058159 0.038942 0.063357 0.253309 0.222901 0.130910 0.109276 0.217006 0.253132 0.634414 1.267905 489.784546 6.067041
0.000000 0.123132 0.072046 0.095123 0.146789 0.188472 0.173244 0.133817 0.134444 0.143347 0.086583 0.037618 21.463097 0.146726 0.093666 0.117543 0.169330 0.212480 0.194628 0.159722 0.159086 0.168027 0.071555 0.033797 58.509518 0.116488 0.069137 0.089202 0.139464 0.182498 0.167161 0.126946 0.127054 0.135741 0.089943 0.038975 90.802917 19.042141
0.000000 0.051693 0.054052 0.084861 0.460939 0.226693 0.108567 0.122917 0.366131 0.459441 0.800721 2.583425 673.463684 0.060583 0.042312 0.063960 0.276279 0.250496 0.140454 0.110418 0.211965 0.255954 0.634995 1.344450 161.691559 0.084550 0.068511 0.098815 0.324412 0.296926 0.190669 0.148029 0.271930 0.313752 0.586614 1.542799 463.888702 11.644302
0.000000 0.220369 0.114993 0.159636 0.318623 0.439121 0.368165 0.269661 0.293112 0.317378 0.181650 0.382820 63.114170 0.218952 0.118673 0.165872 0.331115 0.434723 0.365341 0.274929 0.305111 0.327998 0.196196 0.433138 0.935856 0.241759 0.133216 0.184572 0.363917 0.459908 0.392428 0.298001 0.338851 0.367146 0.186988 0.450921 417.777283 1.520951
1.000000 0.097807 0.060897 0.084659 0.242015 0.304347 0.212970 0.134105 0.199952 0.228689 0.421083 0.823616 414.643585 0.061232 0.045098 0.067694 0.246008 0.215854 0.126134 0.105036 0.216565 0.253985 0.597781 1.172862 747.531738 0.057104 0.042468 0.073249 0.287234 0.225139 0.123514 0.122040 0.260132 0.302435 0.668618 1.468539 981.582397 3.714782
1.000000 0.085907 0.047083 0.080573 0.290992 0.275378 0.198830 0.146381 0.265213 0.297054 0.544348 1.159191 691.456543 0.114611 0.053260 0.077406 0.223836 0.326278 0.233568 0.152707 0.190098 0.215573 0.320203 0.529887 62.734299 0.158398 0.075268 0.108041 0.246550 0.398110 0.333698 0.191138 0.218371 0.238770 0.205120 0.333882 746.366516 3.726780
0.000000 0.062217 0.046642 0.074104 0.301110 0.222845 0.132195 0.121235 0.257285 0.303218 0.654913 1.486930 638.671997 0.096131 0.045945 0.071170 0.217649 0.291106 0.198649 0.136588 0.178923 0.202528 0.387295 0.637349 20.476078 0.127600 0.073663 0.100859 0.233504 0.342098 0.295062 0.164654 0.209140 0.231495 0.290201 0.535078 331.194031 16.209440
0.000000 0.208033 0.102088 0.147271 0.230641 0.260374 0.245682 0.227333 0.227278 0.235659 0.051806 0.001373 116.089256 0.204588 0.102751 0.145450 0.224375 0.260365 0.250509 0.225811 0.225090 0.234462 0.045522 -0.012250 42.225182 0.202235 0.101275 0.145144 0.228638 0.254839 0.240853 0.225369 0.228902 0.237784 0.060971 0.022595 181.481995 6.038005
0.000000 0.254896 0.113428 0.169849 0.326317 0.447758 0.382200 0.292376 0.307924 0.325228 0.124080 0.205472 115.469025 0.252534 0.113135 0.169838 0.323686 0.453595 0.397948 0.288600 0.306740 0.325408 0.124774 0.208101 16.602222 0.261270 0.117322 0.174251 0.338019 0.459750 0.398154 0.298903 0.318588 0.334693 0.128636 0.225408 615.233093 2.896472
0.000000 0.265185 0.145742 0.193165 0.332901 0.477622 0.414879 0.310878 0.321116 0.342315 0.113275 0.216592 90.203545 0.234796 0.143518 0.181524 0.319104 0.423447 0.375992 0.279216 0.302544 0.328510 0.152174 0.343583 29.241835 0.265886 0.167682 0.213443 0.383244 0.477195 0.405042 0.324664 0.369397 0.397622 0.180820 0.498697 532.851318 3.059759
0.000000 0.030269 0.042902 0.049397 0.243765 0.134292 0.055998 0.066424 0.214956 0.263242 0.770838 1.620514 1367.300293 0.027598 0.028312 0.046927 0.288355 0.142793 0.063604 0.077195 0.219291 0.269671 0.820205 1.767777 152.943024 0.039512 0.045480 0.061690 0.293642 0.167250 0.079191 0.089686 0.242782 0.298485 0.760466 1.809808 479.853760 12.620001
1.000000 0.074218 0.061877 0.088231 0.271407 0.227791 0.151824 0.121782 0.244856 0.279776 0.568845 1.290704 461.384705 0.053964 0.046379 0.083988 0.389210 0.226508 0.120059 0.131139 0.318527 0.372507 0.751370 2.059255 156.000702 0.076537 0.066760 0.103504 0.362636 0.261050 0.157096 0.151195 0.321833 0.368619 0.651297 1.843636 649.095886 2.790755
1.000000 0.063668 0.036291 0.053179 0.133526 0.184205 0.155043 0.088065 0.117022 0.128633 0.344624 0.365972 597.233887 0.088273 0.064721 0.091434 0.290580 0.219452 0.135194 0.151361 0.258227 0.295087 0.532998 1.267798 112.118881 0.104642 0.064460 0.089140 0.224274 0.260292 0.197956 0.145044 0.198584 0.217257 0.355594 0.634454 357.443939 15.422297
0.000000 0.089407 0.055324 0.077110 0.188552 0.188297 0.140777 0.123761 0.169732 0.185641 0.354861 0.563645 252.641235 0.101406 0.071215 0.088891 0.181477 0.199750 0.154856 0.134212 0.169642 0.185134 0.282904 0.458663 107.632523 0.083043 0.067629 0.087992 0.222162 0.181097 0.125150 0.123674 0.206351 0.229760 0.455927 0.919879 487.694916 3.294464
0.000000 0.200357 0.096675 0.138384 0.233886 0.272718 0.233071 0.226806 0.227890 0.237792 0.074737 0.054231 126.758438 0.186393 0.093190 0.129914 0.209101 0.251395 0.223706 0.208426 0.206928 0.214441 0.057033 0.008123 22.781879 0.188350 0.097622 0.137080 0.225576 0.263526 0.231124 0.215720 0.224668 0.233654 0.090439 0.090598 259.910583 2.062395
0.000000 0.098631 0.033959 0.051998 0.159089 0.275340 0.225504 0.123255 0.139995 0.153584 0.232842 0.247353 203.763885 0.106918 0.066522 0.083585 0.192489 0.257431 0.200204 0.138818 0.183096 0.200715 0.289810 0.476965 165.144104 0.087199 0.057859 0.078123 0.224144 0.225576 0.160695 0.125575 0.208682 0.233109 0.433955 0.815103 356.601624 3.435921
0.000000 0.120234 0.063319 0.092006 0.220731 0.266924 0.224568 0.139477 0.211063 0.238441 0.294689 0.502218 133.770782 0.066478 0.050629 0.076937 0.267362 0.206924 0.137385 0.108902 0.230873 0.271815 0.599739 1.298080 392.217957 0.079296 0.052020 0.081334 0.261328 0.227134 0.152637 0.119773 0.236956 0.273203 0.534423 1.104312 405.677856 7.192782
0.000000 0.103449 0.072009 0.100784 0.244635 0.282992 0.174055 0.153650 0.216097 0.240644 0.407602 0.867618 323.261292 0.077026 0.073425 0.094911 0.246620 0.220751 0.150001 0.128834 0.218258 0.242832 0.519001 1.198133 600.755859 0.073863 0.059589 0.090798 0.257557 0.223633 0.139531 0.129340 0.233399 0.266674 0.555660 1.204339 987.873047 4.600635
1.000000 0.074084 0.057096 0.089175 0.298088 0.257907 0.147614 0.137983 0.258509 0.293217 0.602498 1.420914 328.511108 0.087405 0.073230 0.098730 0.297199 0.273818 0.164455 0.143946 0.251781 0.287904 0.545481 1.381596 221.625153 0.107225 0.093286 0.115893 0.284618 0.278974 0.177336 0.159952 0.255577 0.289438 0.460360 1.171015 480.896118 16.900230
0.000000 0.122509 0.067898 0.089550 0.206911 0.298742 0.215446 0.151880 0.173642 0.193954 0.251392 0.401295 31.224314 0.067025 0.067745 0.093601 0.415354 0.210353 0.112929 0.130987 0.343310 0.411446 0.722063 2.288016 914.957642 0.035401 0.031535 0.050228 0.258385 0.167267 0.079845 0.078399 0.213552 0.255691 0.762779 1.522668 381.832703 30.110157
1.000000 0.127786 0.068456 0.097473 0.171818 0.185077 0.150263 0.146230 0.162573 0.172157 0.151177 0.159321 371.174377 0.121337 0.076002 0.102861 0.190369 0.177895 0.140342 0.151163 0.187331 0.199282 0.216093 0.331361 531.811462 0.101599 0.061706 0.098928 0.258243 0.188779 0.125939 0.155917 0.230693 0.252064 0.440695 0.903906 303.454834 20.043356
1.000000 0.138133 0.072236 0.101806 0.240836 0.291063 0.215370 0.171419 0.211388 0.233355 0.271034 0.490011 366.783508 0.071369 0.051423 0.060485 0.137353 0.160309 0.123173 0.097253 0.132671 0.147462 0.326253 0.390785 1085.585693 0.076873 0.045069 0.073288 0.252084 0.216643 0.137539 0.132160 0.223199 0.255338 0.528048 1.043518 372.443054 11.187883
1.000000 0.047337 0.043708 0.085021 0.389345 0.204341 0.105738 0.116923 0.328943 0.393604 0.783131 2.171922 587.758545 0.133872 0.063830 0.096326 0.280030 0.330230 0.212614 0.187767 0.235685 0.266645 0.346242 0.681961 12.841629 0.141160 0.091934 0.112646 0.211201 0.376799 0.343554 0.167711 0.186087 0.205016 0.187584 0.318882 313.803833 2.325475
0.000000 0.138253 0.075784 0.100318 0.216625 0.317848 0.243611 0.161469 0.180508 0.198040 0.219845 0.359685 216.107880 0.075269 0.061979 0.090532 0.262287 0.229241 0.147021 0.130084 0.230710 0.257712 0.549803 1.230170 682.260437 0.071337 0.046901 0.077083 0.270284 0.235004 0.138105 0.134110 0.237601 0.265079 0.581363 1.219922 555.280884 9.583364
0.000000 0.134955 0.069096 0.093408 0.219359 0.351510 0.283651 0.168394 0.195875 0.214720 0.238976 0.393885 215.412399 0.138730 0.063342 0.089395 0.234574 0.339337 0.270177 0.175374 0.208869 0.230083 0.266771 0.453140 138.988434 0.158626 0.088309 0.118920 0.293606 0.347537 0.271590 0.201199 0.269931 0.297690 0.298481 0.657049 582.648926 2.975452
0.000000 0.087548 0.052099 0.072434 0.187801 0.235445 0.176548 0.119085 0.157422 0.177870 0.355373 0.540778 222.851746 0.053720 0.051750 0.070437 0.274993 0.187895 0.118818 0.099224 0.226725 0.278834 0.673899 1.539793 582.579224 0.035504 0.031398 0.056419 0.296176 0.180713 0.093303 0.089541 0.242186 0.297973 0.794506 1.745763 551.020630 3.839813
1.000000 0.168431 0.089118 0.125702 0.257998 0.330778 0.253524 0.202315 0.231003 0.251122 0.212694 0.392787 135.148499 0.092230 0.077576 0.092639 0.206566 0.218420 0.157671 0.122409 0.180900 0.202804 0.383309 0.763680 519.933838 0.107956 0.059246 0.088363 0.222725 0.242454 0.172227 0.140921 0.193950 0.215823 0.359981 0.635415 371.904907 10.354694
1.000000 0.068270 0.051308 0.074788 0.212953 0.252668 0.187406 0.105376 0.189147 0.217196 0.517189 0.948895 483.789490 0.081367 0.052411 0.076906 0.231592 0.296790 0.206039 0.131235 0.197243 0.221067 0.484318 0.921703 147.349884 0.071745 0.073171 0.092297 0.266877 0.211801 0.132705 0.117491 0.238878 0.271097 0.574276 1.439904 402.943909 4.401669
0.000000 0.052817 0.041006 0.065238 0.288618 0.180982 0.101601 0.100452 0.237475 0.288071 0.691583 1.522084 322.844055 0.049038 0.047492 0.072018 0.335525 0.175086 0.091029 0.100485 0.274287 0.332966 0.748487 1.929140 256.218903 0.044924 0.044112 0.073935 0.398121 0.188516 0.090831 0.106058 0.328702 0.398320 0.799163 2.276627 543.637085 25.348894
1.000000 0.097973 0.055295 0.081253 0.176181 0.223945 0.197688 0.126218 0.158726 0.171259 0.280737 0.395526 119.886490 0.049965 0.048489 0.079274 0.300611 0.171122 0.097749 0.110096 0.261844 0.306188 0.711701 1.704630 661.974731 0.069081 0.045338 0.088805 0.332155 0.234713 0.121772 0.152003 0.285670 0.324356 0.655259 1.555564 432.540466 1.666667
1.000000 0.092742 0.052595 0.073353 0.158566 0.190876 0.146596 0.116950 0.144027 0.157557 0.266228 0.343689 65.830109 0.083253 0.051449 0.068477 0.131150 0.164562 0.128232 0.098952 0.116334 0.129242 0.223904 0.230035 901.241394 0.061505 0.035399 0.061698 0.181287 0.150448 0.095220 0.101650 0.165968 0.189932 0.490975 0.717227 473.618561 3.655541
0.000000 0.044047 0.036908 0.053595 0.275859 0.151499 0.077461 0.083405 0.232077 0.286126 0.725011 1.554411 211.591980 0.143361 0.160526 0.166580 0.393485 0.237771 0.170705 0.186642 0.336172 0.389888 0.472139 2.033916 854.505432 0.033439 0.032148 0.045841 0.228128 0.140421 0.071158 0.068199 0.180637 0.222460 0.747427 1.378397 566.545532 22.438187
0.000000 0.276841 0.102327 0.167978 0.346903 0.459690 0.428014 0.311873 0.323582 0.341419 0.111594 0.162821 79.398918 0.305698 0.134888 0.200416 0.377136 0.488833 0.438768 0.346569 0.364206 0.383662 0.104621 0.175755 133.331940 0.277912 0.110316 0.176405 0.359667 0.461060 0.420510 0.318143 0.341438 0.361364 0.128008 0.217525 282.441071 9.007029
0.000000 0.124760 0.071990 0.102132 0.195297 0.290610 0.231569 0.145738 0.164792 0.179661 0.214124 0.319263 164.813904 0.103092 0.064258 0.098411 0.235852 0.259895 0.192114 0.135982 0.200275 0.224961 0.391684 0.756939 450.817596 0.097296 0.062861 0.090751 0.196063 0.256562 0.197309 0.125700 0.167586 0.185099 0.339746 0.567110 399.674805 14.292278
1.000000 0.136762 0.078889 0.123303 0.352031 0.373903 0.290579 0.215278 0.318512 0.353201 0.430561 1.071681 568.067749 0.163432 0.082611 0.120056 0.325885 0.393720 0.287081 0.231272 0.290368 0.320674 0.326573 0.733876 41.287865 0.253981 0.124776 0.173953 0.345567 0.539462 0.478161 0.300163 0.321388 0.346957 0.152757 0.310415 579.325500 4.419417
1.000000 0.168791 0.092551 0.129578 0.289693 0.400404 0.362010 0.212165 0.263516 0.286535 0.261807 0.555867 416.741699 0.098445 0.064412 0.098207 0.313252 0.301801 0.231235 0.167167 0.279965 0.316717 0.519894 1.245204 642.243774 0.112391 0.074872 0.114301 0.332507 0.317494 0.234853 0.188034 0.310275 0.342494 0.481192 1.226442 923.446289 7.453560
0.000000 0.086301 0.062127 0.091768 0.217378 0.142268 0.083355 0.126899 0.216946 0.255104 0.434139 0.820186 605.560547 0.081969 0.055557 0.080646 0.202987 0.156420 0.097919 0.123409 0.195032 0.220415 0.421721 0.735765 9.097199 0.092114 0.065618 0.090976 0.189990 0.188151 0.130871 0.128810 0.186159 0.208989 0.354112 0.601409 179.102692 5.277198
1.000000 0.085017 0.051032 0.082985 0.263328 0.235584 0.153070 0.128847 0.224172 0.256002 0.510026 1.038249 407.157776 0.045571 0.036085 0.065922 0.289836 0.172419 0.084412 0.100677 0.236341 0.281709 0.727936 1.590777 954.343750 0.050147 0.040986 0.072446 0.293993 0.177682 0.088943 0.106552 0.242876 0.282901 0.700904 1.577610 1100.364624 6.718548
0.000000 0.138730 0.088362 0.112786 0.193145 0.274536 0.249500 0.158969 0.173458 0.186850 0.163335 0.242315 93.520905 0.069655 0.059036 0.091463 0.325956 0.228426 0.136245 0.128624 0.285026 0.324830 0.645046 1.654252 346.329712 0.087789 0.071065 0.101119 0.305840 0.250008 0.155353 0.145529 0.269775 0.304048 0.553983 1.403184 310.513062 8.564526
